DATE,LAUST090000000000003A
1991-01-01,6.5
1992-01-01,7.3
1993-01-01,6.5
1994-01-01,5.6
1995-01-01,5.3
1996-01-01,5.2
1997-01-01,4.7
1998-01-01,3.2
1999-01-01,2.5
2000-01-01,2.1
2001-01-01,2.9
2002-01-01,4.4
2003-01-01,5.5
2004-01-01,5.1
2005-01-01,4.8
2006-01-01,4.4
2007-01-01,4.5
2008-01-01,5.6
2009-01-01,8.3
2010-01-01,9.6
2011-01-01,9.0
2012-01-01,8.4
2013-01-01,8.0
2014-01-01,6.6
2015-01-01,5.6
2016-01-01,4.8
2017-01-01,4.4
2018-01-01,3.9
2019-01-01,3.5
2020-01-01,7.8
